size
3
3
14
1
1
47
10
10
1
17
1
24
13
1
1
7
9
1
23
14
2
5
1
1
2
1
1
12
1
7
2
2
25
2
4
12
4
2
26
5
18
10
1
3
1
33
2
2
5
1
1
16
3
11
1
2
2
10
5
11
13
13
1
1
5
20
1
8
17
31
2
18
5
10
1
1
18
1
2
3
3
11
15
32
9
5
1
4
10
6
3
2
2
10
7
3
2
9
8
29
3
2
23
8
9
17
1
2
4
4
4
5
9
30
10
3
1
2
13
11
2
8
2
7
6
11
6
5
1
28
1
2
2
1
3
1
7
12
8
22
16
6
13
8
68
7
29
1
2
1
32
3
11
14
1
1
2
3
10
2
1
9
24
3
2
8
1
7
2
39
3
8
3
1
1
4
6
9
8
2
3
1
15
29
3
1
2
1
1
2
20
46
1
9
3
6
1
5
8
2
14
4
3
10
30
4
1
24
13
16
8
2
3
1
3
1
1
3
12
3
12
1
1
30
2
7
1
1
23
5
9
1
2
1
6
2
2
7
1
3
10
23
3
7
73
6
9
8
12
1
9
13
1
5
5
2
3
3
22
5
16
11
1
1
3
3
20
22
12
5
23
1
81
1
1
22
3
2
3
11
8
50
9
10
8
3
6
6
5
1
3
5
6
10
11
4
27
1
2
1
4
4
31
19
1
1
1
4
15
6
30
1
1
1
16
3
12
4
3
5
1
2
20
1
57
2
32
2
1
13
9
28
6
1
16
10
1
8
14
2
20
50
17
5
20
4
1
1
8
27
11
4
3
3
3
3
27
7
8
23
59
8
2
35
3
3
4
1
3
2
7
1
33
17
1
51
41
1
11
1
2
1
1
136
4
13
6
133
18
5
5
20
13
1
2
4
18
3
2
4
50
9
1
2
1
11
1
4
1
28
2
1
1
8
4
1
20
125
28
3
34
5
42
4
181
59
8
6
2
1
2
29
27
41
7
37
25
18
1
4
2
2
6
19
5
26
7
1
5
5
8
112
17
116
6
2
11
1
2
61
1
139
79
10
1
1
3
4
2
3
5
2
2
22
28
16
1
1
3
1
1
15
7
37
5
49
4
1
17
2
108
18
8
4
46
1
1
1
1
6
12
26
2
4
8
13
1
81
5
9
36
21
6
9
16
15
4
12
1
26
1
2
2
6
4
1
16
21
4
8
3
22
9
1
91
7
118
4
9
9
1
80
11
1
1
7
9
3
4
9
12
37
6
2
2
9
273
4
32
1
2
33
2
30
8
4
3
2
1
2
155
1
9
9
12
11
20
1
7
6
5
1
3
91
4
14
4
68
1
113
44
1
15
1
43
2
3
19
37
1
1
17
18
6
1
1
19
7
4
2
31
1
25
1
1
6
4
1
32
3
4
5
1
4
16
1
66
6
14
1
7
8
8
34
1
5
49
30
70
4
4
1
5
14
3
27
1
1
1
1
43
20
4
46
4
14
1
1
8
4
5
2
6
1
123
15
11
1
12
13
58
13
5
9
4
7
10
1
11
12
1
2
13
38
1
92
1
32
54
12
2
6
19
7
276
30
64
31
1
5
8
21
25
1
31
4
16
24
11
2
8
32
396
19
1
37
8
2
1
89
16
4
2
1
10
1
1
35
12
34
87
29
10
81
1
6
7
2
68
1
72
3
16
13
38
1
17
2
4
5
1
28
8
17
17
13
26
1
215
20
98
1
4
116
20
7
2
235
1
19
43
2
14
18
4
7
164
153
3
5
287
96
18
3
1
6
33
9
10
3
5
33
9
25
1
1
67
1
10
45
2
380
25
35
36
32
16
4
8
11
9
472
83
1
141
4
1
1
2
92
131
11
11
1
95
4
1
1
2
299
1
3
2
194
23
16
42
10
4
5
2
1
3
2
2
2
1
20
28
1
10
8
24
60
11
230
24
4
5
1
1
4
10
24
15
1
8
152
101
5
103
6
462
1
1
122
3
11
2
4
5
1
1
35
13
177
55
81
7
4
35
261
22
7
38
8
828
50
17
2
1
3
29
11
6
1
43
36
22
16
67
170
7
7
6
49
2
13
311
4
1
12
396
1
3
6
115
1
36
2
20
63
2
36
110
77
548
2
8
69
560
323
3
4
7
214
14
3
350
2
27
120
6
1
1
5
1
171
13
218
26
22
28
14
1
33
18
373
30
70
4
3
2
100
30
4
113
840
10
18
91
6
184
1
5
9
8
36
397
1
2
52
33
8
7
1
79
7
4
53
6
34
1
19
11
411
34
20
7
140
111
10
2
56
14
307
40
434
2
2
303
112
1
15
1
1
6
3
30
727
309
3
28
1
11
116
2
112
30
9
216
17
243
33
2
8
264
56
44
4
1
14
97
15
34
2
174
407
42
3
2
2
4
167
126
5
3
17
16
19
3445
26
199
2
2
97
144
638
54
1
14
86
145
1
31
1
181
2885
2
1
203
1078
1
11
2
9
287
168
1
7
45
71
2
889
15
1
597
7
1
7
4
44
523
2
3
5
3
4
232
2
1648
203
14
17
3
1
47
683
28
305
6
15
37
23
1938
1
1
32
2
3
31
5
4
2
105
1813
63
897
6
65
451
3
3
28
2277
1
3
98
433
1
33
9
112
700
124
43
16
1
6
467
68
8
46
5
612
49
4
215
18
3117
74
106
79
15
1
527
594
150
3469
5
11
1
344
544
228
25
2
23
3812
116
451
29
52
16
443
7100
257
1410
5
475
3195
6
30
358
11
214
977
1
31
4854
1402
21
1
22
48
3330
2259
29
30
20
1
1121
1
22
17
3928
1383
27
27
51
54
1
2
7
23
168
9
492
1
4
235
3
625
355
22
6
8
910
164
135
473
12
1
22
71
31
40
2
1
288
1
5
22
3580
28
1149
14
763
1000
1307
8
140
15
4
3
2
110
5
3
39
19
4
615
16
212
55
63
543
1
27
11
14
236
72
7
1893
10
2
45
7
36
6
38
5
5
101
3
1
37
3105
3
12
13
1
4714
1
1
237
4795
1
1
132
3657
778
3884
75
57
224
1
1
20
1
7
2065
1
37
284
18
1
437
31
328
12
158
3
356
22
84
25
567
4
2
3
111
316
153
343
83
108
161
24
122
2966
178
62
23
43
81
82
173
8
4
10
20
2547
398
2
13
745
8
75
78
32
1
5
378
193
35
5371
213
1228
1
2
381
3
77
1
104
3
539
4
3662
157
4
57
8
349
5
2298
11
18
1399
24
6
4071
20
1
1
1
64
1054
8
436
26
30
10
83
852
500
671
12
4050
106
5702
120
86
65
13
24
760
3
3
1
1578
3
16
4
1157
1877
31
66
3
11
1
2
287
288
1
84
3
59
1
11
5528
5659
51
1
31
6
7393
33
91
1046
5
2
41
1400
39
28
68
5365
779
2
6
16
39
4
7
419
3707
5
5
17
29
2
1
1
2
1
1
3972
3
4
3
58
20
1
48
3
1752
2
1275
4
63
22
30
1
207
2
63
3350
4
2
4109
1
1
2
9
392
2
55
42
1
239
20
2
1941
3
3
1
84
394
8
3648
97
170
1050
2
40
1015
428
17
8
1784
276
1
29
1
2
25
57
15
16
5
98
2
2612
59
808
1307
1896
13
10
24
3
25
48
19
1
3646
253
247
2
881
1
49
16
279
3
485
222
1
328
492
14
3
1
1
47
10
1
12
1
2
86
1
9
5
4641
1
1
2731
5646
3259
7
63
4
2
3939
1
73
1
19
3
29
6841
15
14
43
5
7
1
3
178
62
3818
29
45
231
5
2
6
217
14
2
47
6392
666
131
42
36
18
87
17
2
151
7507
3313
3792
825
15
171
877
2
23
39
1305
1
1
1463
91
1962
3663
32
1051
143
96
21
57
7
3
65
4
227
2
19
1246
2
1346
1
792
5
142
173
66
23
2
28
316
2
8899
1
121
2
12
2194
936
671
3854
55
70
156
1
8
2
30
1
127
85
216
2
33
2749
6
9
1
110
17
38
24
31
424
2212
16
2
11
1
204
1
67
703
21
111
38
1
3357
33
2
1082
4
6
2
9
1
9
7
3
1730
124
65
325
17
7
372
270
1623
71
47
2327
2991
562
1688
6
2110
1132
36
137
1
536
110
364
29
91
1
9
3
8
18
4
32
5524
53
4
270
186
76
27
4448
1
51
38
197
37
58
895
3077
32
1
147
16
2408
8
100
62
1
1
40
2
35
2
2499
1
72
158
48
373
347
5844
6
995
24
3921
47
28
3096
1350
2013
7
38
55
1
1336
1
130
1
2
1
39
818
10
31
1
15
422
1364
9
108
87
6
463
15
1
10
39
1
185
2891
1
39
8
18
124
2
1
1
1
6
718
23
11
143
1554
824
3
8
47
64
37
187
117
315
2
31
12
1771
1235
857
501
8
2
14
867
26
74
370
1
569
3969
5
961
30
98
622
91
39
4
48
1543
3
77
1055
182
1
1
1
19
5913
1
54
1
1016
2081
3
324
26
408
1
6
466
2
16
748
408
23
8
638
159
508
2875
237
99
269
3
3
2059
245
10
18
127
1
1
2941
2
1592
47
1466
2
308
4
19
6
21
2
15
10
1283
13
25
357
25
4550
1
20
253
12
4856
925
1492
2
62
15
98
40
4
3
1
131
16
3
2859
134
66
1
2
1
15
1255
750
7
4
11
124
10
1
4
2
42
2
5134
15
2
1
118
6
6
25
1
647
42
8
10
20
71
76
2
67
1
11
7
10
78
550
10
1
17
6047
78
2
794
1
5
14
31
1
1
33
8
12
5
21
249
1
57
14
127
84
1073
1
304
13
1
118
493
350
4
34
4
806
5
7390
43
77
2095
4
162
3
1
2973
2
12
29
6
4665
5
182
1866
34
218
97
1
8
1
98
1
8
1970
2
504
27
1089
4124
995
18
5
1113
1037
1
1
2
568
2
2
4
58
9
38
8
2
2087
4
463
388
1507
1
23
11
42
4457
2
1
4218
110
292
1387
1367
1
1
654
1
1530
3
22
173
4
162
22
9
345
3649
3
95
3
58
1
1928
41
190
557
12
32
60
4745
1111
2
1
1180
4214
2
2
605
11
2
271
682
26
164
2
8
417
486
3131
64
48
1328
119
101
393
118
41
85
4116
578
28
698
173
4
1
53
2
4
585
2
13
1
469
4842
1632
1
1
175
985
2
2
89
2
3
92
1
440
14
14
131
91
52
1
20
12
1
44
3
10
18
1
68
169
3042
280
992
32
243
2
2811
1
3
2
21
16
3
1259
19
2
258
3384
2
428
1
5
5
300
3534
10
1
119
163
218
432
3
1653
1254
834
15
43
161
57
1
6
2
196
1
1428
5253
292
25
1
118
15
2
2
8
1020
4793
1
5
99
1
229
1
16
5890
11
2
709
1
321
2
241
2
3
1
6
5
503
1
6177
843
61
9
29
1
9
4468
60
182
1
53
11
1832
203
712
10
67
518
3
65
66
78
2103
39
2
900
361
118
2096
2
2
5
50
30
6606
1503
263
1411
1
854
61
140
9
2
741
276
22
19
211
17
21
6
5
15
4
6
147
9
1
47
3860
1
132
813
46
481
9
27
5
805
1
42
483
3
14
262
20
537
1772
300
3
18
32
86
43
25
1
7
34
4248
114
29
1
237
5
659
788
1
1
4
3
191
202
54
1
6829
844
1339
266
62
47
10
1
475
391
5
4
1
314
2283
12
16
5
1288
1999
3785
1
5
3
281
83
2
8
10
5
8087
33
37
1084
11
1099
732
70
9
3
1
57
636
29
26
1
8
193
1490
1640
861
131
1763
1
16
595
3
127
722
41
1
15
166
11
1423
220
4897
1
71
8
1
33
6
2348
2
10
1
1
8
1581
96
54
275
8
20
162
7
5
6
5
1
6
1
374
3056
3702
6
1
3
4771
1499
93
21
405
4
234
819
1
6211
16
41
956
1
246
59
1
437
77
105
40
89
306
293
83
9
5
4
487
2
202
3295
33
791
3687
2022
42
1588
5
3
6
36
351
19
10
18
2
45
1
5
138
1
3
1
2501
13
73
127
3
830
189
29
1
101
13
4
90
1077
1091
234
16
1
2
4432
2
1029
10
1
3
56
184
514
3
1255
2
82
2742
3
28
169
192
1022
734
3
19
5
193
179
1
37
2
12
828
6
54
1604
321
8
2
7
1
25
258
24
10
855
19
1010
2223
19
1555
69
1
1585
1
6
1
1712
4079
35
1
1012
1227
1
57
92
36
1
561
1425
219
596
1
2
58
639
558
28
1
2
7
422
42
242
88
1377
6727
388
11
797
1852
78
6
1072
1452
51
33
3
86
30
92
2687
95
28
404
3945
5
3132
32
143
1
1
866
170
25
13
4062
1
3962
61
1
1
2
152
99
1
248
74
116
12
153
550
3
10
3
4
799
731
2362
57
14
89
54
203
445
242
1
3
6310
104
867
1009
38
3
18
44
7
51
1
494
7
177
3633
6
8
19
44
14
246
1
9
4886
390
4
4
11
2397
8
3251
1094
13
326
133
80
994
132
2935
8
119
1
10
11
9
225
521
1895
2
2
69
1
1
188
3
12
10
19
2
37
297
16
48
963
407
143
235
1520
1
1
767
7
394
1364
1
1453
846
2
3554
933
1
1646
2609
2
1
1471
6
8
12
2
4
8
12
1
9
350
3286
6
4767
8
2
1
12
2336
1
165
53
41
6
33
108
3
2120
259
1076
1541
42
775
22
202
99
77
48
11
37
31
5
135
4
3786
4
1
5
565
468
222
32
1963
25
72
7
253
9
1
2
585
1710
64
1
170
4510
12
104
16
191
19
21
847
6005
10
10
14
16
96
1
42
43
1
13
356
5704
53
59
4814
2
216
373
367
3
2
78
252
2
5394
4
5
3298
83
3
19
3
90
4
55
3087
15
4892
6070
144
18
2218
73
5
1342
15
221
3415
407
3
1567
1
11
9
1792
350
539
231
1
3234
10
21
46
34
238
2117
139
377
1538
52
9
2214
46
12
4
815
47
1
703
1
2561
2
2
90
3
66
12
1
2125
542
30
10
246
416
3284
335
2
5
5
703
6
27
81
2393
9
19
1
42
2
25
5
2
1
537
6
9
265
518
1
1
1
3367
23
6
950
3574
233
146
1
2
506
813
2
3
1
22
2
259
591
6
58
2
3576
534
215
1
70
404
10
103
16
61
26
8
10
1180
211
5
129
1
4264
2286
1
1026
2
13
82
143
92
673
501
69
680
141
1
18
5
3
925
41
3590
204
356
18
1
54
283
4676
5
17
371
6
1
8
97
192
3
1
1
3994
13
3
1
5537
2
4
35
1
2
15
406
748
18
6
608
1
138
636
305
3828
25
2
9
13
1
13
249
3
22
257
2
30
6
14
146
1270
6
282
1
1
104
155
1
5
565
223
39
98
6117
755
49
5570
97
82
1
57
34
15
1
79
6995
11
212
34
131
12
87
2
1
13
89
5
1
3
1
2
115
5
299
1758
8
461
5
23
1646
5
204
530
1253
90
4
3
15
67
746
538
658
1
1
45
153
3583
8
1214
10
169
78
3
2
1
16
1954
59
41
7
39
914
21
320
4
465
5
212
1
3
1
164
2098
1
4275
32
52
5
674
401
212
85
86
1
4
138
214
1
24
1360
3
1
116
4222
1527
410
3223
462
261
1836
357
1294
12
36
247
1528
1
2
9
6
930
1069
4288
45
1
197
59
37
2
5
3
365
68
47
182
1741
1
3411
1356
51
85
7
43
1
1
18
3259
78
7
39
37
2
3
4520
2539
604
202
1
447
1
1765
11
2948
81
52
253
1
2
92
3059
48
15
462
165
8
1
3
6
39
1075
2
1
2
3
209
2
62
75
11
2
10
7
3
22
6
3
34
273
1427
174
11
256
24
16
1
131
1
3688
45
10
280
44
3
10
12
7
4021
24
4
5290
5
2
995
5693
18
1
88
87
2
22
5
4
10
306
21
583
362
18
8
4
1
2
226
352
81
1073
2
1
2
209
3885
70
6
1250
4405
153
88
1
68
5352
8
5
11
19
519
3730
849
8
16
6
1
2
1
1
42
33
6
4
1974
2
24
3
133
3
2073
1
14
3918
1
238
93
789
105
1513
1
3099
16
1
1
34
10
1
76
626
906
3875
72
33
124
15
1247
8
8
29
12
3256
8
3
1
1
38
2
35
3
6930
84
8
1
1
392
108
4
2510
4
538
1
1
5
105
758
5
394
11
4
127
11
1
93
2
1955
29
1
11
1990
23
63
10
5502
1
18
1836
3
267
17
10
77
847
6920
551
1
1
192
395
465
764
6
10
393
247
11
37
988
4
1770
842
1027
1745
606
149
10
424
146
19
3040
2
5
138
3
8
87
75
312
1218
4
264
5805
93
164
4181
64
3
14
3
320
288
239
2688
1583
244
60
46
94
43
16
3230
12
3
28
213
584
249
105
1
1513
1
1292
2726
2
2
109
4
43
19
2
37
1
1301
19
31
752
216
7
36
20
2
342
20
16
154
3559
4
9
445
4268
2
579
4
1
347
49
239
2
3259
87
484
57
1
89
184
209
3
1
7
1
1
288
27
1
933
1
518
10
19
775
1
4
21
6
1
369
2
138
1
10
13
75
73
383
49
7
26
89
179
31
2895
7004
526
9
1
2
18
2728
137
14
2537
2175
1
216
218
10
86
49
1492
1
4
13
4
401
17
1601
83
1
37
160
1130
739
3
5
2321
77
198
2
1278
4
25
330
3
82
85
4
19
1
489
1896
1
377
5205
356
2
104
75
25
48
194
3
457
1209
1874
50
120
2132
20
2
508
4
348
634
1112
2609
1190
4292
90
953
12
196
2280
1
223
763
57
59
8
3
216
1
1224
19
12
17
76
340
429
10
1
5075
10
51
2
160
272
117
1288
585
160
1441
3
2
23
141
73
6
7
7
33
2
1
18
5
1022
8
1488
1
1295
3282
2
5
87
9
60
21
107
43
10
68
33
19
2690
2619
562
13
19
45
2090
89
1380
1
60
11
1
5
1
25
24
4
31
2
25
2075
163
1160
309
378
16
11
1
1
1
1
1
2705
120
3545
1
8
110
38
125
15
6
3324
3
155
348
948
119
1
1
101
173
25
8285
385
1037
2
1
170
358
1
1
2
1255
1035
16
2
48
134
2408
45
171
332
2025
508
1836
2
146
1610
3329
160
35
9
19
175
7
4487
3
114
1007
43
15
3194
22
278
13
639
5
30
100
2
1
3
37
2640
84
13
3
7
8
4616
1
5899
2
1
87
1
87
1
1215
1
320
48
13
37
5
81
45
1
4644
2018
37
17
256
4
118
9
54
742
7858
1
3
429
72
2
59
87
21
252
84
506
33
2
1
7
119
63
4457
454
1
44
366
3
3
9
70
453
14
3
69
7487
1
2
402
8
1047
472
11
4
1
36
6
1
3
1
4099
328
10
17
3
2
610
934
175
1
47
3725
9
1
4
999
20
33
966
28
1538
75
26
109
120
22
49
34
7
747
48
340
36
2
904
3
216
1
4
2
36
5
32
30
2
956
6
25
16
1
159
835
1378
4
2
144
928
1799
82
1
311
3
12
1
32
1
286
3
16
994
6
57
2846
2460
6606
4
199
2
409
70
1
35
145
409
2892
2
1
2
33
3
834
31
13
1
4
74
2
22
5
1
130
1209
751
2288
162
4
56
1426
96
157
13
5
1068
33
50
4125
3075
36
2
17
514
67
9
559
17
46
4841
596
10
18
134
3
879
1
360
64
1940
1
1
12
52
1
5
705
32
1
506
11
752
7
31
8
183
1
29
2
1
1
151
12
2
221
170
39
1
13
415
8802
1
3
276
13
12
245
4915
1106
3
24
128
1
290
3486
56
684
7
148
12
153
7
2
6
2
938
9
1
1
702
5
331
39
514
367
4734
41
4
3
87
1
600
336
1
2
161
1269
1
742
3196
52
1063
2
72
1613
8
743
1202
7
217
2
88
257
2
1
3459
3
888
18
131
47
1040
2
1
10
3379
42
717
2468
1337
506
596
3125
4
3
63
264
44
4
29
3
110
8
3
49
299
1
1
13
11
650
9
8
186
386
1
2441
1
1295
5
98
97
133
3
1
2574
47
693
468
294
24
52
2
104
7
7
173
216
1
17
1975
36
6
18
7
1224
12
23
266
2
3409
1322
4
1271
181
4416
19
29
110
187
168
28
6
6
18
769
793
2142
1061
10
126
69
3
103
58
450
1493
280
36
3
12
15
843
770
64
376
3766
56
2
61
2304
6
1
688
1
1696
1
1
223
1
2238
11
6
31
7236
23
363
70
5
1
1
1075
166
114
153
448
1
476
2
8
1771
5
96
102
883
81
13
5544
17
625
1
128
436
6415
2836
485
13
3
2457
1
23
465
88
2
1
67
3
1
83
805
46
3
346
5
50
24
23
3
27
169
200
2
9
1
7
204
3
29
37
11
6644
10
2
32
2
62
2
4
437
14
107
5295
14
2
1818
2
128
11
1134
1244
1503
1250
72
1080
119
1
1
4
35
64
2790
10
8
521
1
356
1
3
5
307
171
4
1
2
4
3
29
560
5755
37
1
1121
777
373
15
6
1
304
12
1
830
90
11
3288
14
37
213
43
6
12
2192
1300
1
11
8
170
2
83
16
1
717
8
12
6
17
1
3
16
4944
2
322
146
3
3
4
268
4498
2
10
2
2
2
5547
1
26
10
6492
2
29
2
18
1
2
2
5
9
536
107
405
3970
1610
2470
234
2420
3
12
1
37
4
134
3
204
2
3
1
71
7
3480
6
26
225
1058
9
4378
56
125
1
1070
2
113
7
1
1
2
45
5
123
61
6
858
8
3
1400
1169
38
5
6
13
1
3760
1
354
6
429
661
473
742
21
2
1
327
4
543
1
1
2
2372
8
2047
2
1
1
2
175
3
1229
2
181
109
145
42
30
1
398
2
278
4
5
17
1
308
203
4
21
2387
15
380
132
1
8
3472
2
1
56
1287
1
2
2
3243
310
295
7
25
2
62
13
2
1
20
30
2
1647
293
106
4
1
1
1
13
4817
18
5
7
8
6
2510
1758
23
2
272
280
2
4
1
138
2
2983
53
837
2274
4
6
659
122
1
15
476
19
756
1
1031
5
140
326
17
1
187
6
19
11
2
15
305
1094
25
27
104
6
1344
1
381
3891
2200
2037
83
20
1110
1
2
6
222
9
11
185
21
7495
74
803
1
599
393
7
2
20
8
76
196
196
1
71
1
5
119
2459
654
14
5
45
2
1
82
224
2
322
1
69
365
70
1
38
1631
63
179
1
64
25
13
32
54
35
3
250
3
9
647
1853
1
2810
1
126
1
1
19
3390
2
332
5
339
14
1048
1
2
2
2
4
4
2
96
1
84
883
25
6
2
1944
919
13
1
8
13
1
7
10
7453
4973
15
15
34
19
3
5437
192
96
1077
78
41
1
428
661
663
2
77
241
25
1
509
208
4
31
107
830
45
1
9
3
4431
23
2190
1277
69
194
11
1401
44
840
40
28
1
182
3168
8
4
2
4
12
3
1010
4151
1
12
3161
10
4958
41
26
4151
16
651
336
10
836
6
4
9
39
47
4
111
2
612
14
1
1720
1
1
1
407
1063
78
519
153
285
4
120
115
1
1
2
1
1
5205
1
9
17
7
396
833
2
3646
141
4622
1420
71
5
12
90
83
3
20
2
5906
2
1
1
306
638
1
16
114
11
2135
1
52
13
3460
120
1
144
2558
64
6
36
10
2649
12
40
1285
45
1
2064
2
18
4
81
1
625
1157
3033
6184
4
1
77
196
608
8
37
3312
5
13
54
1
1
1
1
67
207
30
93
204
125
714
35
8
38
255
4
22
1206
48
572
51
146
3
2
1171
1
17
1
1022
3
18
1255
243
48
8
6139
3
9
1
3032
26
2
1
18
188
22
5
14
34
2
31
43
1
1
65
6
61
5
19
1266
22
8
2
44
17
11
1
484
453
30
1125
5
3345
373
54
3
1
6155
1
35
87
2474
536
11
28
1
4
76
122
4
1
2670
16
667
96
71
2170
42
194
58
127
240
1
212
997
21
1405
21
4
10
146
7
18
2
1040
96
3
2
2
35
1048
6
1
353
9
780
228
2
1
684
644
814
124
3515
692
244
33
241
7
94
43
47
1
3
2
5302
3120
5
125
21
1110
14
26
3544
819
759
347
3
1116
1107
20
75
6159
96
10
24
4
2
580
2
29
26
3
128
315
8
2859
33
308
1515
5178
45
801
2263
3
23
1810
343
1
3546
6
2
267
3
2
1
3432
303
2
529
4
1
25
192
19
1
1
2
3
628
142
49
4547
31
2
2812
130
2
43
4
1
1566
12
4
1
14
9
12
65
1
2
73
5
120
25
75
1083
375
4
15
4
1560
1
36
58
2138
1
31
1
1470
1115
25
346
24
3509
79
1022
52
902
56
317
309
1217
2
1214
18
40
520
4
370
1574
12
160
168
138
35
144
450
2466
20
27
13
3
6
3
583
478
1
176
666
173
435
75
309
13
33
170
99
24
77
1
349
13
2
12
28
40
2
22
640
7
4
2
62
4758
1
542
1
1
2
2
129
7
1
1
7
75
3
109
1
2
10
8
2
40
2877
3687
121
33
7
3
2291
1
20
11
1
616
32
11
37
6447
10
3500
2
88
5
33
5
4
5
3050
229
43
60
192
2
3
487
4
5
914
728
1338
1556
6
3898
3
1
160
180
55
5
72
6
373
918
62
1
259
2
166
248
5432
19
11
423
5
270
1
2
1
3
5
6
7
98
22
91
1912
42
6904
3
32
9
117
44
668
38
58
63
134
2
15
13
1
8
3
4
21
15
8
189
1070
10
1009
5752
154
424
2
1
55
3134
27
780
1
8
13
1
1
47
6
31
9
89
1
1
2
1629
4058
3242
5
659
17
8
1
20
80
1
2577
44
782
4
2749
7
7
1
71
3
4
2149
1031
1
12
16
2
4
2
417
59
472
21
96
1
5
1
39
41
41
818
442
4
763
10
1905
525
647
27
1
2
160
11
1940
1497
2
3
1
4226
2
1
1166
3
8
1
4
8
1
290
523
75
1074
1705
5
2180
2075
27
407
1100
3
1791
2599
4
637
333
1
277
28
1
42
16
6
22
95
927
1
251
22
3075
3511
1
1416
45
327
547
233
9
4
3771
8
1
27
2664
1126
1
174
6
4
1
1620
473
3
680
114
1
2
1104
2
319
2107
1
397
23
566
180
2
1
511
136
94
8
1481
468
1521
1
34
9
1
9
69
2
6
3
5
32
3718
1
291
2
13
1
6
3
33
2
888
2568
187
3667
3
2407
1
182
1
2
2
45
2290
140
3651
1
249
18
1
6
4416
22
10
188
3
64
626
6
9
35
1752
1
1
687
4
518
494
2
519
58
1
10
1255
1
12
2
3
195
1098
6
8
1
70
2683
8
108
3
1
4
719
31
403
4801
2
20
1
14
68
68
1
11
6394
2
10
623
800
7
7
1
3672
3453
203
131
4
5
344
59
197
81
36
3
5
139
93
2
648
124
9
2
2
5
10
1
84
8
29
485
32
1
1
37
4049
