"rbar","patch","treefrac"
879,1,0.198862943043168
879,1,0.487357798975446
879,1,0.425853016882429
879,1,0.467955497514321
879,1,0.494165594165594
879,1,0.455283644989527
879,1,0.372030749236632
879,1,0.400705831882302
879,1,0.336696381255205
879,1,0.267935895845783
879,1,0.33037348988538
879,1,0.566125495243142
879,1,0.570164092664093
879,1,0.530739521033639
879,1,0.474356751709693
879,1,0.453818482347894
879,1,0.413067920862038
879,1,0.412112890201126
879,1,0.42187012642895
879,1,0.407669997907795
879,1,0.539246406492965
879,1,0.57856786350904
879,1,0.527051629742806
879,1,0.390886872930991
879,1,0.458836389101095
879,1,0.455372612681436
879,1,0.458935319582378
879,1,0.395594283167813
879,1,0.432772727272727
879,1,0.405199491788979
879,1,0.439219444726328
879,1,0.460034193857723
879,1,0.512355464708406
879,1,0.424807202160143
879,1,0.40585099805688
879,1,0.47471332677215
879,1,0.43472815252227
879,1,0.426929744870921
879,1,0.459914010649305
879,1,0.419666725549078
879,1,0.359304611244536
879,1,0.406856436268201
879,1,0.407068476039064
879,1,0.413965162641633
879,1,0.518801763948823
879,1,0.532077434577435
879,1,0.457939220733338
879,1,0.430372662578545
879,1,0.434838241602947
879,1,0.464127707181524
879,1,0.416643215635706
879,1,0.465833651642475
879,1,0.464928889737713
879,1,0.529905653170359
879,1,0.490775528393175
879,1,0.502809396485867
879,1,0.536593009931245
879,1,0.492809078176725
879,1,0.463708747135218
879,1,0.446094613216015
879,1,0.528450039526385
879,1,0.509931675372852
879,1,0.511131614808085
879,1,0.513331629949277
879,1,0.543222550281374
879,1,0.524911171675878
879,1,0.510371526989174
879,1,0.461308829838242
879,1,0.397612738789209
879,1,0.376399302932469
879,1,0.516221855602331
879,1,0.57565367965368
879,1,0.559055895085307
879,1,0.563711102622867
879,1,0.567000063661828
879,1,0.549134262796028
879,1,0.49441418385536
879,1,0.41280538579068
879,1,0.338439266615737
879,1,0.260583873781621
879,1,0.525501158229569
879,1,0.557561321826028
879,1,0.569829661594367
879,1,0.518978852802382
879,1,0.502988051076286
879,1,0.515887589269942
879,1,0.435440356322709
879,1,0.340700217023746
879,1,0.264490940520352
879,1,0.274493078810976
879,1,0.542427533916896
879,1,0.54935296641179
879,1,0.580621861357155
879,1,0.557720493602847
879,1,0.525811567870391
879,1,0.388156623009564
879,1,0.380523822141469
879,1,0.394759949024655
879,1,0.362042925278219
879,1,0.271375380386644
811,2,0.357748424269075
811,2,0.315027191056603
811,2,0.281204986499104
811,2,0.304568286774169
811,2,0.268368788957024
811,2,0.311315769551064
811,2,0.380580980139804
811,2,0.385834405834406
811,2,0.411635501047266
811,2,0.38537755527743
811,2,0.380834213437467
811,2,0.409377570848159
811,2,0.335589812501577
811,2,0.289563870593282
811,2,0.280089522295405
811,2,0.277320324526207
811,2,0.336865079365079
811,2,0.350867211749565
811,2,0.414202122290358
811,2,0.443264415855154
811,2,0.401952377340362
811,2,0.384362044817927
811,2,0.380826330532213
811,2,0.340633944486886
811,2,0.335904952890247
811,2,0.298298001018589
811,2,0.373453781512605
811,2,0.402408517952636
811,2,0.416176343264579
811,2,0.402235812442321
811,2,0.393688745065466
811,2,0.38102846544023
811,2,0.362556653291947
811,2,0.365360612713554
811,2,0.351516579604815
811,2,0.344537878214349
811,2,0.387854871678401
811,2,0.433127034597623
811,2,0.396663070633659
811,2,0.393024877192587
811,2,0.365992149846968
811,2,0.387647563529916
811,2,0.383992858404623
811,2,0.402980732833674
811,2,0.372959093547329
811,2,0.368811416458475
811,2,0.403371186312363
811,2,0.392076298988064
811,2,0.336415449062508
811,2,0.367605089444889
811,2,0.341429564733695
811,2,0.297699834479246
811,2,0.3370670995671
811,2,0.338669022154316
811,2,0.350282276546982
811,2,0.337295136236313
811,2,0.377593837535014
811,2,0.347222370766488
811,2,0.358279284441049
811,2,0.361714137621522
811,2,0.292022122247404
811,2,0.247596903626315
811,2,0.326918767507003
811,2,0.339623299770359
811,2,0.37752769576299
811,2,0.36646099881394
811,2,0.348073346455699
811,2,0.355312097812098
811,2,0.443053158200217
811,2,0.467487011416924
811,2,0.329947409008736
811,2,0.342753310415075
811,2,0.354350012732366
811,2,0.372969124013242
811,2,0.40291692131398
811,2,0.429088999236058
811,2,0.352474344283168
811,2,0.428120002546473
811,2,0.50102495543672
811,2,0.501545934943932
811,2,0.35512634035788
811,2,0.356224796224796
811,2,0.388244631185808
811,2,0.382908181290534
811,2,0.425585711762182
811,2,0.466259242435713
811,2,0.408014611249905
811,2,0.421744643803467
811,2,0.511018939107174
811,2,0.536698651091642
811,2,0.365039319670108
811,2,0.385694034370505
811,2,0.403389418830595
811,2,0.368693756781992
811,2,0.369017715194186
811,2,0.438931031872208
811,2,0.434100423953365
811,2,0.506486423398188
811,2,0.542910894087365
811,2,0.485847612318201
698,3,0.168269019958632
698,3,0.15501091427562
698,3,0.181531657708128
698,3,0.176417089358266
698,3,0.161080513286396
698,3,0.230678514649103
698,3,0.29360530698766
698,3,0.335893835011482
698,3,0.376718272894743
698,3,0.354793905294531
698,3,0.228759172188459
698,3,0.202392560627855
698,3,0.220119047619048
698,3,0.119987634693517
698,3,0.193176874353345
698,3,0.238319327731092
698,3,0.28718878542408
698,3,0.275311340752517
698,3,0.237239760769173
698,3,0.281873550647017
698,3,0.217512736880697
698,3,0.237405907817673
698,3,0.17091265597148
698,3,0.14848828622358
698,3,0.149009549274255
698,3,0.171573465749936
698,3,0.142517570664629
698,3,0.182701426024955
698,3,0.190638782785842
698,3,0.177700155497402
698,3,0.190022939084266
698,3,0.199862846039317
698,3,0.209876283846872
698,3,0.158114921644333
698,3,0.134597749009514
698,3,0.107835503570798
698,3,0.122145506851389
698,3,0.166837194337194
698,3,0.141711585535115
698,3,0.12325241386568
698,3,0.186043177094491
698,3,0.190961087137558
698,3,0.197208405884876
698,3,0.099900509753451
698,3,0.11755772579302
698,3,0.094934009639892
698,3,0.135786900345724
698,3,0.195142137936256
698,3,0.206625028389734
698,3,0.183912322835977
698,3,0.219396151755351
698,3,0.242564935064935
698,3,0.191792207792208
698,3,0.155841354723708
698,3,0.148535014005602
698,3,0.197926916221034
698,3,0.208052584670232
698,3,0.286335752482811
698,3,0.410032722179781
698,3,0.383266077546428
698,3,0.255572218025284
698,3,0.244797612738789
698,3,0.334534534534535
698,3,0.3357410351528
698,3,0.382461326873092
698,3,0.352920735861912
698,3,0.242325876296465
698,3,0.274989779695662
698,3,0.305887778534837
698,3,0.246788528202796
698,3,0.255622558501157
698,3,0.3025311942959
698,3,0.339557868601986
698,3,0.407170741023682
698,3,0.372187929717341
698,3,0.276707855869621
698,3,0.199793926661574
698,3,0.23659632034632
698,3,0.170024637127578
698,3,0.213761709712899
698,3,0.231051451952578
698,3,0.25998126277538
698,3,0.250886832210362
698,3,0.277485237338179
698,3,0.250201693289929
698,3,0.25608227975875
698,3,0.240819643172584
698,3,0.255028957528957
698,3,0.279804867893103
698,3,0.17348976009802
698,3,0.221590551753255
698,3,0.255011671335201
698,3,0.241429896282838
698,3,0.223118517677341
698,3,0.257453945542181
698,3,0.314095061448003
698,3,0.2848323113029
698,3,0.289768150503445
698,3,0.241746851893911
698,3,0.177896983341289
409,4,0.123463325653563
409,4,0.112855628737982
